OLD_PATH,OLD_TYPE,OLD_FUNCTION,DOMAIN,USER_PROBLEM,DECISION_OR_TASK,KEY_KNOWLEDGE,FORMULAS_OR_LOGIC,TOOLS,EXAMPLES,RISKS,CURRENT_EQUIVALENT,INITIAL_COVERAGE_0_TO_5,DISPOSITION,TARGET_PATH,FINAL_COVERAGE_0_TO_5,VALIDATION
agents/openai.yaml,schema_or_config,openai,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,agents/openai.yaml,4,adapter
modules/clean-architecture/agents/openai.yaml,schema_or_config,clean-architecture,software-engineering,clean-architecture,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/press-release/MODULE.md,markdown,press-release,software-engineering,press-release,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/press-release/template.md,markdown,press-release,software-engineering,press-release,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/prioritization-advisor/agents/openai.yaml,schema_or_config,prioritization-advisor,software-engineering,prioritization-advisor,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/prioritization-advisor/MODULE.md,markdown,prioritization-advisor,software-engineering,prioritization-advisor,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/assets/sample_discovery_log.json,schema_or_config,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/assets/sample_ost.json,schema_or_config,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/MODULE.md,markdown,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/references/ai_product_evals.md,markdown,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/references/continuous_discovery_canon.md,markdown,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/references/product_operating_model.md,markdown,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/scripts/discovery_cadence_tracker.py,script,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/scripts/ost_linter.py,script,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/product-skills/scripts/product_goal_router.py,script,product-skills,software-engineering,product-skills,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/refactoring-ui/agents/openai.yaml,schema_or_config,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/refactoring-ui/MODULE.md,markdown,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/refactoring-ui/references/accessibility-depth.md,markdown,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/refactoring-ui/references/advanced-patterns.md,markdown,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/refactoring-ui/references/animation-microinteractions.md,markdown,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/refactoring-ui/references/data-visualization.md,markdown,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/refactoring-ui/references/theming-dark-mode.md,markdown,refactoring-ui,software-engineering,refactoring-ui,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/release-it/agents/openai.yaml,schema_or_config,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/MODULE.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/references/anti-patterns.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/references/capacity-planning.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/references/chaos-engineering.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/references/deployment-strategies.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/references/observability.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/release-it/references/stability-patterns.md,markdown,release-it,software-engineering,release-it,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/release-reliability-and-production-readiness.md,4,function extracted; literature prose not copied
modules/revops/agents/openai.yaml,schema_or_config,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/revops/evals/evals.json,schema_or_config,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/revops/MODULE.md,markdown,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/revops/references/automation-playbooks.md,markdown,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/revops/references/lifecycle-definitions.md,markdown,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/revops/references/routing-rules.md,markdown,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/revops/references/scoring-models.md,markdown,revops,software-engineering,revops,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/saas-economics-efficiency-metrics/agents/openai.yaml,schema_or_config,saas-economics-efficiency-metrics,software-engineering,saas-economics-efficiency-metrics,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-economics-efficiency-metrics/examples/cash-trap.md,markdown,saas-economics-efficiency-metrics,software-engineering,saas-economics-efficiency-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-economics-efficiency-metrics/examples/healthy-unit-economics.md,markdown,saas-economics-efficiency-metrics,software-engineering,saas-economics-efficiency-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-economics-efficiency-metrics/MODULE.md,markdown,saas-economics-efficiency-metrics,software-engineering,saas-economics-efficiency-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-economics-efficiency-metrics/template.md,markdown,saas-economics-efficiency-metrics,software-engineering,saas-economics-efficiency-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-revenue-growth-metrics/agents/openai.yaml,schema_or_config,saas-revenue-growth-metrics,software-engineering,saas-revenue-growth-metrics,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-revenue-growth-metrics/examples/healthy-saas.md,markdown,saas-revenue-growth-metrics,software-engineering,saas-revenue-growth-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-revenue-growth-metrics/examples/warning-signs.md,markdown,saas-revenue-growth-metrics,software-engineering,saas-revenue-growth-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-revenue-growth-metrics/MODULE.md,markdown,saas-revenue-growth-metrics,software-engineering,saas-revenue-growth-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/saas-revenue-growth-metrics/template.md,markdown,saas-revenue-growth-metrics,software-engineering,saas-revenue-growth-metrics,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/site-architecture/agents/openai.yaml,schema_or_config,site-architecture,software-engineering,site-architecture,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/site-architecture/evals/evals.json,schema_or_config,site-architecture,software-engineering,site-architecture,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/site-architecture/MODULE.md,markdown,site-architecture,software-engineering,site-architecture,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/site-architecture/references/mermaid-templates.md,markdown,site-architecture,software-engineering,site-architecture,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/site-architecture/references/navigation-patterns.md,markdown,site-architecture,software-engineering,site-architecture,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/site-architecture/references/site-type-templates.md,markdown,site-architecture,software-engineering,site-architecture,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/skill-authoring-workflow/agents/openai.yaml,schema_or_config,skill-authoring-workflow,software-engineering,skill-authoring-workflow,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/skill-authoring-workflow/MODULE.md,markdown,skill-authoring-workflow,software-engineering,skill-authoring-workflow,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/agents/openai.yaml,schema_or_config,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/MODULE.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/references/comments-as-design.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/references/complexity-symptoms.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/references/deep-modules.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/references/general-vs-special.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/references/information-hiding.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/software-design-philosophy/references/strategic-programming.md,markdown,software-design-philosophy,software-engineering,software-design-philosophy,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/spec-to-repo/MODULE.md,markdown,spec-to-repo,software-engineering,spec-to-repo,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/spec-to-repo/references/spec-parsing-guide.md,markdown,spec-to-repo,software-engineering,spec-to-repo,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/spec-to-repo/references/stack-templates.md,markdown,spec-to-repo,software-engineering,spec-to-repo,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/application-implementation-and-repository-delivery.md,4,function extracted; literature prose not copied
modules/spec-to-repo/scripts/validate_project.py,script,spec-to-repo,software-engineering,spec-to-repo,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,REBUILT_AS_TOOL,scripts/,4,rebuilt deterministic tool
modules/system-design/agents/openai.yaml,schema_or_config,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/MODULE.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/references/building-blocks.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/references/common-designs.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/references/database-scaling.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/references/estimation-numbers.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/references/four-step-process.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/system-design/references/reliability-operations.md,markdown,system-design,software-engineering,system-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/MODULE.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/bulk-audit-playbook.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/ecommerce-platform-patterns.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/http-status-codes.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/llm-crawler-handling.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/pre-migration-playbook.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/robots-txt-reference.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/technical-audit-example.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/technical-seo-checker/references/technical-audit-templates.md,markdown,technical-seo-checker,software-engineering,technical-seo-checker,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/technical-seo-and-site-architecture.md,4,function extracted; literature prose not copied
modules/top-design/agents/openai.yaml,schema_or_config,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/top-design/MODULE.md,markdown,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/top-design/references/animation-patterns.md,markdown,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/top-design/references/case-studies.md,markdown,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/top-design/references/layout-systems.md,markdown,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/top-design/references/technical-stack.md,markdown,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/top-design/references/typography.md,markdown,top-design,software-engineering,top-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/assets/design_system_doc_template.md,markdown,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/MODULE.md,markdown,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/references/component-architecture.md,markdown,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/references/developer-handoff.md,markdown,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/references/responsive-calculations.md,markdown,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/references/token-generation.md,markdown,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ui-design-system/scripts/design_token_generator.py,script,ui-design-system,software-engineering,ui-design-system,see module,see baseline,see baseline scripts/modules,see python inventory,,legacy authorship/license/opaque scores,,4,REBUILT_AS_TOOL,scripts/,4,rebuilt deterministic tool
modules/user-story-mapping/agents/openai.yaml,schema_or_config,user-story-mapping,software-engineering,user-story-mapping,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-mapping/examples/sample.md,markdown,user-story-mapping,software-engineering,user-story-mapping,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-mapping/MODULE.md,markdown,user-story-mapping,software-engineering,user-story-mapping,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-mapping/template.md,markdown,user-story-mapping,software-engineering,user-story-mapping,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-mapping-workshop/agents/openai.yaml,schema_or_config,user-story-mapping-workshop,software-engineering,user-story-mapping-workshop,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-mapping-workshop/MODULE.md,markdown,user-story-mapping-workshop,software-engineering,user-story-mapping-workshop,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-mapping-workshop/template.md,markdown,user-story-mapping-workshop,software-engineering,user-story-mapping-workshop,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-splitting/agents/openai.yaml,schema_or_config,user-story-splitting,software-engineering,user-story-splitting,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-splitting/examples/sample.md,markdown,user-story-splitting,software-engineering,user-story-splitting,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-splitting/MODULE.md,markdown,user-story-splitting,software-engineering,user-story-splitting,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/user-story-splitting/template.md,markdown,user-story-splitting,software-engineering,user-story-splitting,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ux-heuristics/agents/openai.yaml,schema_or_config,ux-heuristics,software-engineering,ux-heuristics,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
